0,1
0,1
0,1
0,7
0,1
0,1
0,1
0,9
0,3
0,2
0,2
0,1
0,28
0,52
0,7
0,1
0,3
0,1
0,1
0,18
0,1
0,1
0,14
0,1
0,3
0,1
0,1
0,173
0,1
0,7
0,31
0,2
0,3
0,11
0,8
0,44
0,21
0,2
0,1
0,1
0,68
0,1
0,6
0,66
0,1
0,1
0,1
0,16
0,1
0,9
0,1
0,1
0,1
0,1
0,1
0,3
0,1
0,1
0,2
0,38
0,1
0,1
0,5
0,3
0,1
0,3
0,1
0,2
0,19
0,9
0,2
0,2
0,2
0,1
0,11
0,3
0,1
0,4
0,3
0,6
0,7
0,1
0,1
0,14
0,3
0,19
0,37
0,4
0,1
0,12
0,1
0,1
0,1
0,1
0,3
0,1
0,1
0,1
0,17
0,1
0,21
0,1
0,1
0,2
0,1
0,1
0,1
0,3
0,3
0,3
0,22
0,1
0,1
0,1
0,1
0,13
0,5
0,1
0,1
0,1
0,1
0,12
0,4
0,1
0,1
0,2
0,5
0,100
0,1
0,18
0,7
0,1
0,1
0,22
0,29
0,3
0,1
0,1
0,234
0,1
0,1
0,1
0,1
0,8
0,1
0,11
0,1
1,1000
0,1
0,4
0,1
0,5
0,1
0,1
0,1
0,1
0,1
0,11
0,1
0,6
0,10
0,1
0,12
0,1
0,2
0,3
0,1
0,42
0,1
0,1
0,8
0,63
0,1
0,11
0,1
0,1
0,1
0,1
0,1
0,1
0,2
0,1
0,1
0,28
0,5
0,1
0,10
0,1
0,111
0,5
0,1
0,10
0,7
0,1
0,2
0,2
0,1
0,3
0,21
0,1
