1,1000
0,1
1,1000
0,15
0,16
1,1000
1,1000
1,1000
0,84
1,1000
1,1000
0,268
0,195
0,99
1,1000
1,1000
1,1000
0,1
0,36
0,351
1,1000
1,1000
1,1000
0,1
0,104
1,1000
1,1000
1,1000
1,1000
1,1000
1,1000
0,1
0,544
0,44
1,1000
2,1000
1,1000
0,1
0,40
1,1000
1,1000
0,60
0,110
1,1000
0,17
0,66
0,1
1,1000
1,1000
0,4
0,20
1,1000
0,6
0,97
0,6
1,1000
1,1000
0,56
2,1000
0,57
0,5
1,1000
1,1000
0,2
0,27
1,1000
1,1000
1,1000
1,1000
2,1000
1,1000
1,1000
0,63
0,102
1,1000
1,1000
1,1000
0,71
1,1000
0,40
1,1000
0,27
0,46
0,80
0,1
1,1000
1,1000
1,1000
1,1000
0,14
0,19
1,1000
1,1000
0,18
0,1
0,9
0,1
0,46
1,1000
1,1000
0,42
1,1000
0,58
1,1000
1,1000
0,2
0,112
0,41
1,1000
0,120
0,1
0,1
0,42
1,1000
1,1000
0,164
0,41
1,1000
0,1
1,1000
0,199
1,1000
1,1000
0,33
0,56
0,1
1,1000
0,60
0,15
1,1000
1,1000
1,1000
1,1000
0,81
0,12
0,25
0,17
0,24
1,1000
1,1000
1,1000
0,19
1,1000
1,1000
1,1000
0,53
0,143
1,1000
0,190
0,67
0,23
1,1000
1,1000
0,71
1,1000
0,55
1,1000
0,92
1,1000
1,1000
0,157
0,90
0,7
0,176
0,26
2,1000
0,1
1,1000
0,14
0,414
1,1000
1,1000
0,267
1,1000
0,51
0,2
0,105
1,1000
1,1000
1,1000
1,1000
0,1
1,1000
0,34
1,1000
1,1000
1,1000
0,150
0,15
1,1000
0,19
1,1000
0,40
1,1000
1,1000
0,9
1,1000
1,1000
0,21
1,1000
