0,4
0,59
0,1
0,9
1,1000
1,1000
1,1000
0,10
0,3
0,1
0,591
0,3
0,22
0,13
0,1
0,68
0,1
0,7
1,1000
1,1000
0,6
0,47
0,2
0,1
0,8
1,1000
1,1000
1,1000
0,3
0,1
1,1000
0,1
0,70
0,1
0,273
0,927
0,3
0,26
0,1
0,1
0,1
0,1
0,6
0,1
0,7
0,145
0,1
0,1
0,13
0,8
0,157
0,55
0,17
0,4
1,1000
0,15
0,1
0,7
1,1000
0,1
0,99
0,402
0,23
1,1000
0,1
0,12
0,1
0,2
0,11
0,444
0,1
0,1
0,3
0,1
1,1000
0,104
0,16
0,60
0,5
0,127
0,13
0,42
0,5
0,246
0,1
0,2
0,20
0,1
0,89
1,1000
0,174
0,1
0,427
0,2
0,51
0,1
0,6
0,4
0,4
0,41
0,1
0,14
0,34
0,89
0,10
0,364
0,1
0,4
0,134
0,2
0,4
0,2
0,48
0,1
0,1
0,140
0,41
1,1000
0,9
0,12
0,144
0,29
0,493
0,1
0,31
0,1
0,1
0,4
0,4
0,64
0,1
0,6
0,1
0,10
0,7
1,1000
1,1000
0,204
0,1
0,1
0,1
1,1000
0,1
0,1
0,23
0,115
0,3
0,142
0,9
0,37
0,1
0,3
1,1000
0,18
0,1
0,1
0,34
0,1
0,2
1,1000
0,24
0,2
0,80
0,1
0,29
0,14
0,2
0,35
0,799
0,250
1,1000
0,2
0,13
0,1
0,63
0,793
0,313
1,1000
0,3
0,367
0,4
0,1
0,18
0,1
0,9
0,23
0,13
0,12
0,290
0,97
0,505
0,1
0,43
1,1000
0,5
0,34
0,100
0,13
0,23
0,12
