0,11
0,19
0,4
1,1000
0,3
0,12
0,8
0,3
0,1
0,4
0,223
0,6
1,1000
0,27
1,1000
0,17
1,1000
0,49
0,2
0,5
0,1
0,25
1,1000
0,1
1,1000
0,147
1,1000
0,27
0,4
0,799
0,29
0,1
0,4
0,1
1,1000
0,1
0,8
0,1
0,241
0,2
0,2
0,2
1,1000
0,1
0,1
1,1000
0,1
0,1
0,11
0,5
0,47
0,16
0,179
1,1000
0,4
0,3
0,6
0,36
0,2
0,4
0,136
0,83
0,1
0,291
0,95
0,1
0,68
0,88
0,1
1,1000
0,15
0,43
0,4
0,71
0,1
0,9
0,36
0,6
0,4
0,5
0,68
0,1
0,7
0,1
0,9
1,1000
0,3
0,8
0,30
0,1
0,85
0,22
0,10
0,109
0,13
1,1000
0,9
0,52
0,8
0,82
0,1
0,197
0,20
0,7
0,1
0,1
0,9
0,953
0,1
0,7
0,2
1,1000
0,320
0,52
0,126
0,5
0,1
0,1
1,1000
0,474
0,3
0,3
1,1000
0,5
0,8
0,7
0,51
0,1
0,53
0,125
0,1
0,5
0,18
0,1
0,3
0,3
0,44
0,662
0,13
0,2
1,1000
0,48
0,1
0,16
0,1
1,1000
0,35
1,1000
0,16
0,1
0,136
1,1000
0,9
0,1
0,236
0,19
0,177
0,116
0,9
0,4
0,13
0,18
0,400
0,21
0,2
0,20
0,10
0,6
0,1
0,29
0,1
0,24
0,1
0,5
0,71
0,3
0,39
0,1
0,45
0,5
0,5
0,6
0,53
0,1
0,4
0,7
0,5
0,62
1,1000
0,278
0,7
0,241
0,2
0,1
1,1000
0,1
0,2
1,1000
0,6
0,22
